ID,Name,Gender,Age,OverAllRating,ReviewType,ReviewTitle,Benefits,Money,Experience,Purchase,claimsProcess,SpeedResolution,Fairness,ReviewDate,Review,Recommend,ColCount,,,,
1298,Skunk,Male,45 to 54,4,Buyer review,Web and phone,4,5,5,5,NA,NA,NA,21/04/2013,Web and phone purchase made easy with s staff being very helpfully.,I would recommend  to a friend,18,,,,
1299,LowHassle,Male,55 to 64,5,Buyer review,The advert says \direct to \,4,5,4,5,NA,NA,NA,20/04/2013,My experience of  has been a long one and I have not bought their products for a few years. Recent Board-level changes have impressed and the multi-talented actor who has performed in the progression of advertisements has amused me. Having already looked at price-comparison sites I telephoned for a quote direct from . Not only was the price very competitive the application was easy to complete and seemed to have all the features I require.,I would recommend  to a friend,18,,,,
1300,Abhay,Male,45 to 54,4,Buyer review, Home Insurance,4,4,5,5,NA,NA,NA,20/04/2013,"Quick and easy quote provided and compared well with the my previous cover. Slightly cheaper than my previous provider.
This is not the cheapest policy but cover includes a lot more in coparison to other cheaper quotes.
Also  is well established with a good reputation.
I would recommend to anyone to consider future cover.",I would recommend  to a friend,18,,,,
1301,pugwash,Male,65 or over,5,Buyer review,Easy clear explanations from customer services and very good rates given,5,5,5,5,NA,NA,NA,20/04/2013,"I compared this insurance term for terms with my existing company who then tried to match  but could not. This in itself made  the most competitive pricing.
Delighted with how my enquiry for personally handled by knowledgable and efficient people.
I have my car insurance with  also and would not now go anywhere else and highly recommend others to use Avivs",I would recommend  to a friend,18,,,,
1302,trampass,Male,55 to 64,4,Buyer review,fully recomend,4,5,4,5,NA,NA,NA,19/04/2013,this is exactly the insurance that i required saved a lot of time searching through different providers,I would recommend  to a friend,18,,,,
1303,winterscoming,Male,65 or over,5,Buyer review,Excellent product in every respect so far ..,5,5,5,5,NA,NA,NA,19/04/2013,Not had to make a claim yet which is the ultimate test of any insurance policy but so far so good. The policy is comprehensive in its range of cover and I could find nothing in the fine print to suggest there was anything being hidden or excluded that you would expect to be there. In fact there were some features like cover for our daughter whilst at Uni that I hoped for but didnt expect. The price is very reasonable too and compares favourably with similar cover from other respected providers . There are always cheaper options but with names I have never heard of so I stay away. Would definitely recommend.,I would recommend  to a friend,18,,,,
1304,Mikelyuk,Male,55 to 64,5,Buyer review,Very easy web site to navigate,4,5,5,5,NA,NA,NA,18/04/2013,The whole process was very easy and straight forward the questions were sensible and easy to answer. The only problem I had was that after purchase I still got e-mails saying my quote was still active. This made me think that something might have gone wrong despite the confirmation e-mail. I am glad I paid the small amount extra to get it all in writing. I tend to find that I change supplier every year as the premiums always seem to increase substantially after the first year. It would make the quote even more attractive if it were for a number of years with only an inflationary increase.,I would recommend  to a friend,18,,,,
1305,Mikelyuk,Male,55 to 64,5,Buyer review,Very easy web site to navigate,4,5,5,5,NA,NA,NA,17/04/2013,The whole process was very easy and straight forward the questions were sensible and easy to answer. The only problem I had was that after purchase I still got e-mails saying my quote was still active. This made me think that something might have gone wrong despite the confirmation e-mail. I am glad I paid the ﾣ3 extra to get it all in writing. I tend to find that I change supplier every year as the premiums always seem to double after the first year. It would make the quote even more attractive if it were for a number of years with only an inflationary increase.,I would recommend  to a friend,18,,,,
1306,Pdr010555,Male,55 to 64,5,Buyer review,Great value,5,5,5,5,NA,NA,NA,17/04/2013,Easy access great coverage and an amazing low price!,I would recommend  to a friend,18,,,,
1307,Nick,Male,65 or over,4,Buyer review,Good,5,5,5,5,NA,NA,NA,17/04/2013,Best deal I found on line I have motor insurance with ,I would recommend  to a friend,18,,,,
1308,Coatsy,Male,45 to 54,5,Buyer review,Peace of mind for a small fee,5,4,5,5,NA,NA,NA,17/04/2013,"Firstly I have 2 cars insured with  on a joint policy for 2 years now. Last year nobody could touch their price (dont bother with comparison websites). Again this year nobody could come close. To make things even better I got an extra 20% discount off my car insurance because I have my home insurance and 30% extra off my home insurance because I have my cars insured with them.
Now their home policy wasnt the cheapest however I had every conceivable extra which didnt quite make a level playing field for comparison purposes but all things being equal with the 30% discount applied it was VERY competitive.
The peace of mind comes in because I am dealing with an insurance company and not a broker. You will see the benefit of this if you ever have to make a claim.",I would recommend  to a friend,18,,,,
1309,Putter,Male,65 or over,4,Buyer review,Very Good one isssue,3,4,4,4,NA,NA,NA,17/04/2013,"This was the best value for the cover we required and dealt with our needs.

Only one issue the 1.5% charge for a credit card I expect this exceeded the cost of adminestering and under new legislation this might not be fair.
It only came up when I was paying for the product I could have paid by a Debit ard and I would expect it cost no more to adminester.",I would recommend  to a friend,18,,,,
1310,Clayhouseowner,Female,45 to 54,5,Buyer review,Nin standard house,5,5,5,5,NA,NA,NA,16/04/2013,Great sevice took policy direct this time not through broker as cheaper and no silly admin fee for renewing. Avila understand the needs for my property as local to norfolk namely clay lump construction normal for old properties. Not too many silly questions just straight forward easy process.,I would recommend  to a friend,18,,,,
1311,Suey,Female,25 to 34,5,Buyer review,,5,5,5,5,NA,NA,NA,16/04/2013,"A Very good service
Also very helpful on twitter would recommend them to all my friends and family best quotes where from  on car insurance and home insurance",I would recommend  to a friend,18,,,,
1312,micmar,Male,65 or over,5,Buyer review,A good buy,5,5,5,5,NA,NA,NA,16/04/2013,A lot cheaper than my renewal policy is like for like of my previous years  so all appears to be a good buy.,I would recommend  to a friend,18,,,,
1313,NA,Male,65 or over,4,Buyer review,Good Home Insurance Quote,4,4,4,4,NA,NA,NA,15/04/2013,"Great quote but when taking up insurance the amount payable did not match the original quote. Therefore had to phone to take up at quoted premium.
Customer service very good when I telephoned and ensured I paid the correct lower premium in accordance with the emailed quote.",I would recommend  to a friend,18,,,,
1314,Johnofareham,Male,65 or over,4,Buyer review,Worth changing,3,4,4,4,NA,NA,NA,15/04/2013,"My buildings and contents insurance was due to be renewed at a cost of over ﾣX monthly. When I mentioned this to my family they were astonished so I decided to try elsewhere.  had already cut the annual cost of my car insurance by over ﾣX and it even went down the following year so it seemed to be a good place to start.

The representative to whom I spoke over the phone was very friendly but it was somewhat annoying that he kept having to refer my case to a higher authority. All told the proceedings took about an hour. The written documentation contained errors.

In the end however it was worth it as the annual cost was cut by somewhere around ﾣX.

Of course insurance is only good if it meets your needs and the real test will be if I ever have to make a claim. Obviously I hope this will not happen but only time will tell.

In conclusion I would like to say that the rule in writing these reviews that reference to specific prices or amounts saved seems to be pointless.",I would recommend  to a friend,18,,,,
1315,ronk,Male,65 or over,5,Buyer review,value for money,4,4,4,4,NA,NA,NA,14/04/2013,My Pension wifes car insuarnce are both with  so l have placed my Home Insurance with  - why not they are excellent.,I would recommend  to a friend,18,,,,
1316,Muscaloon,Female,45 to 54,5,Buyer review,Another great deal,5,5,5,5,NA,NA,NA,14/04/2013,This is another product I have purchased from . The customer service and value for money is fantastic. The more products you have with them the better the discounts and value. I would definitely recommend  to anyone.,I would recommend  to a friend,18,,,,
1317,Cola,Female,NA,4,Buyer review,Good Value,4,5,4,4,NA,NA,NA,13/04/2013,Website easy to use and to read the policy benefits.,I would recommend  to a friend,18,,,,
1318,Theo,Female,45 to 54,4,Buyer review,Excellent service and great cover.,5,4,5,5,NA,NA,NA,12/4/2013, not only undercut my previous insurer but also gave better cover which was tailored to suit our needs!!,I would recommend  to a friend,18,,,,
1319,D1N1,Male,45 to 54,4,Buyer review,Friendly and generally helpful telephone service,3,3,3,4,NA,NA,NA,11/4/2013,"Car insurance renewal was fine with query leading to reduction in premium.
Renewing two home insurances proved more problematic as change from just paying monthly to paying annually oddly and unnecessarily required change of policy number! I was assured that the same policy conditions would apply to the new policy number; this was NOT the case and caused considerable effort in sorting out but with a review next year although I had the policy with CU then NU then  for over 30 years and no change of property and not a single claim! (I would not have changed my well-working policy and been willing to pay the small charge for monthly interest to avoid this hassle).
Otherwise I have been happy with CU/NU/ for the past 45 years!",I would recommend  to a friend,18,,,,
1320,chapster,Female,25 to 34,5,Buyer review,great customer service and value for money,5,5,5,5,NA,NA,NA,11/4/2013,Every member of staff I spoke to regarding my insurance was very helpful and gave me all the information I needed. I also got a good deal because I bought both my life insurance and home insurance with . Would definately recommend to a friend.,I would recommend  to a friend,18,,,,
1321,sebdan,Male,NA,5,Buyer review,Home Contents Insurance,5,5,5,5,NA,NA,NA,10/4/2013,"Was able to purchase my home contents insurance and speak to an advisor who helped me make sure I had the correct cover. Web site was easy to use and login and see your documents. Price seemed very competitive.
If the experience was to be replicated in the event of a claim then it would be a first class product and company.",I would recommend  to a friend,18,,,,
1322,Pete,Male,65 or over,5,Buyer review,Changing to ,5,5,5,5,NA,NA,NA,10/4/2013,"Great experience for us.
My wife was particlularly impressed with the simple plain language of our policy.
Far better than our previous insurance suppliers and will move all insurances to  now.",I would recommend  to a friend,18,,,,
1323,dotty,Female,55 to 64,5,Buyer review,Second home,5,5,5,5,NA,NA,NA,10/4/2013,"My husband inherited his family home following the death of his mother and as we need to renovate it prior to moving in we needed insurance for an unoccupied property.

We contacted the insurers who had previously covered the house but found their premium to be ridiculously high bearing in mind its history and level of contents (practically none).

I rang  as they cover our existing home and was delighted by the service.

The agent took minimal details to allow her to quickly check with the underwriters and then once they agreed to give cover she went through all the information needed.

As we have five years NCD on our own home this was extended to the new house. Cover for falling trees was included as standard (unlike the other insurer referred to above) which we need as the new house has several trees in the garden.

The agent was pleasant helpful and cheerful. The policy was tailored to suit us regarding cover and excesses and I could not have be happier.",I would recommend  to a friend,18,,,,
1324,Scottie,Male,55 to 64,4,Buyer review,Easy to use,4,4,5,5,NA,NA,NA,10/4/2013,Straightforward to complete however initial price is greatly increased when you add in what I would consider to be standard parts of the product ie no claims protection.,I would recommend  to a friend,18,,,,
1325,Musicalmiss,Female,45 to 54,5,Buyer review,Easy to use excellent value for money,5,5,5,5,NA,NA,NA,9/4/2013,After reviewing lots of insurance policies this one could not be beaten for price or product. Very easy to use website would and have recommended to others,I would recommend  to a friend,18,,,,
1326,NA,Male,65 or over,5,Buyer review,Good response,5,5,5,5,NA,NA,NA,9/4/2013,Points discussed in formulating policy quotation were clearly dealt with and resultant quotation covered my requirements conpletely.,I would recommend  to a friend,18,,,,
1327,ptanmedic,Male,65 or over,5,Buyer review,trusted insurance,5,5,5,5,NA,NA,NA,9/4/2013,NO frills NO nonsense just good honest people selling good honest insurance,I would recommend  to a friend,18,,,,
1328,Local,Male,65 or over,5,Buyer review,Great telephone experience,5,5,5,5,NA,NA,NA,9/4/2013,Unusual insurance request was dealt with extremely efficiently.The telephone representative went the extra mile to ensure we were satisfied with the extras that we needed,I would recommend  to a friend,18,,,,
1329,Geoff,Male,55 to 64,5,Buyer review,Good customer service when purchasing the insurance,4,5,5,5,NA,NA,NA,9/4/2013,I find the website excellent and has an easy navigation system. I also like the pop-up information that is provided with the ?,I would recommend  to a friend,18,,,,
1330,Dorset,Female,45 to 54,5,Buyer review,Great service and savings,5,5,5,5,NA,NA,NA,9/4/2013,Great service and savings - multi insurance for cars and home worked well for me. good phone service and clear explanations from customer service operators.,I would recommend  to a friend,18,,,,
1331,night46ferry,Male,65 or over,4,Buyer review,Good customer service,5,5,4,5,NA,NA,NA,9/4/2013,Was easy to buy and documents arrived very promptly. Would definitely recommend the service and compares well with my former insurers.,I would recommend  to a friend,18,,,,
1332,Eddiedog,Female,45 to 54,5,Buyer review,Great Customer Experience and Great Price,5,5,5,5,NA,NA,NA,9/4/2013,"I have recently take up House Insurance with  and can honestly say the customer service was the best I have experienced when purchasing any insurance. The advisers that I spoke to were knowlegable friendly and seemed genuinely interested in me and my requirements.

Having received a renewal qoute from my previous insurers that was twice what Id paid previously  were able to offer me a far better deal for the same product.

Not only that but also on receiving my policy documents I realised the paperwork was far clearer to understand than Id previously had. All in all a very good service and I will definitely be back for my other insurance products as the come up for renewal.",I would recommend  to a friend,18,,,,
1333,music5,Female,65 or over,5,Buyer review,Excellent customer service,5,5,5,5,NA,NA,NA,9/4/2013,Everything was made so easy.Was pleased that everything was in order from the start. Makes a nice change from some,I would recommend  to a friend,18,,,,
1334,roddyboy66,Male,45 to 54,5,Buyer review,Great price good cover,4,5,4,4,NA,NA,NA,8/4/2013,Excellent value easy purchase even moved my car insurance,I would recommend  to a friend,18,,,,
1335,Samuel,Male,65 or over,4,Buyer review,Good Company with excellent review facilities for comparisons.,4,5,4,5,NA,NA,NA,8/4/2013,"The company has good and easy to view terms and conditions
easy to alter various conditions and see the different changes in prices they create.
The on line service is excellent and there is also the telephone service if it is required.
The fact that if you have various other insurances with the company then they usually offer better terms and conditions with the insurance that is being discussed.",I would recommend  to a friend,18,,,,
1336,Seamus,Male,65 or over,5,Buyer review,Satisfied,NA,5,5,5,NA,NA,NA,8/4/2013,I am totally satisfied with the savings I have made,I would recommend  to a friend,18,,,,
1337,aveline,Female,55 to 64,5,Buyer review,Cutomer Sevice was good,5,5,5,5,NA,NA,NA,8/4/2013,Was surprised how much cover I got for such a low payment compared to previous company I was with. The representative on the live chat was excellent went through everything with me to ensure I hadnt forgot anything . I stated a timne for a ring back to set up the policy and I was rung on time which is a first so was impressed with evrything and everyone concerned at .,I would recommend  to a friend,18,,,,
1338,Cisco,Male,65 or over,5,Buyer review,An excellant product to select on line,5,5,5,5,NA,NA,NA,7/4/2013,"I chose to go on line to renew my household insurance. One can choose any option of cover you require and it is all made easy on line. Explanations and options are given every step of the way through your purchase. I will use  Direct for my car insurance cover when it comes up for renewal.

I liked this product for the options and choices of cover.
The only thing I disliked about the product was there was a charge shown on screen for the certicate and documents to be sent out to the customer by post. I just think it should be sent out as a right and free. However it is an excellant product.",I would recommend  to a friend,18,,,,
1339,bobtheblood,Male,55 to 64,5,Buyer review,Very helpful customer services,5,5,5,5,NA,NA,NA,7/4/2013,Very competetive premium. Excellent service from the advisor at Glasgow call centre. High recommendation.,I would recommend  to a friend,18,,,,
1340,Burty,Male,65 or over,4,Buyer review,Well worth speaking to ,4,5,4,4,NA,NA,NA,6/4/2013,A great product at a great price. The best quote we could get. Made us change from our present home insurer who could not get anywhere near s quote!,I would recommend  to a friend,18,,,,
1341,busymark,Male,55 to 64,5,Buyer review,First class,4,5,5,5,NA,NA,NA,6/4/2013,Excellant price AND cash bck too! The internet site was brilliant. Most importantly the cover is all I need. I have saved more than I thought possible as I got what I thought was a good deal last year but  beat it. I also enjoy the support service and the great offfers that come withbeing a customer. Free tickets to the opening matches of the  premiership rugby season were so appreciated. Discount on more products is something I will be taking up as policies come up for renewal. Over all I am so impressed with . Well done,I would recommend  to a friend,18,,,,
1342,LALI,Female,65 or over,5,Buyer review,EXCELLENT SERVICE. QUICK AND EASY TO CHOOSE,NA,NA,NA,NA,NA,NA,NA,5/4/2013,I HAVE BEEN VERY SATISFIED WITH THE INSURANCE THAT i TOOK OUT FOR MY FLAT. HAVE RECOMMENDED TO MY FRIENDS,I would recommend  to a friend,18,,,,
1343,jadeg,Female,25 to 34,5,Buyer review,Great Service,5,5,5,5,NA,NA,NA,5/4/2013,Great price great service and easy to buy over the internet was easier to see exactly what I was getting for my money than most other websites i had tried before.,I would recommend  to a friend,18,,,,
1344,PeterinWales,Male,55 to 64,5,Buyer review,Good value with existing customer discount,5,5,4,4,NA,NA,NA,4/4/2013,Having got good value with car insurance I was pleased home insurance was also competitive.,I would recommend  to a friend,18,,,,
1345,australiana,Female,55 to 64,5,Buyer review,great product to suit my needs,5,4,5,5,NA,NA,NA,4/4/2013,What I felt was a complicated situation was made so much simpler by the efficient and courteous staff who attended to me. I felt so relieved having \got things sorted\ and at such a reasonable price too. Thanks to  and their friendly team.,I would recommend  to a friend,18,,,,
1346,MJCYGNET,Male,55 to 64,5,Buyer review,The  Representative was extremely helpful and made the process relatively simple,4,4,5,4,NA,NA,NA,4/4/2013,"I found the whole experience in dealing with  much easier less taxing and not at all confusing when compared to comparison web sites I would thoroughly recommend  to others.
The process took approx 15 minutes and each policy area was explained in detail in order to fully understand what was being purchased.",I would recommend  to a friend,18,,,,
1347,praxis,Male,55 to 64,5,Buyer review,Insuring buildings & contents over the phone,4,4,5,5,NA,NA,NA,4/4/2013,Very good experience, one conversation with a knowledgable and attentive person. Swiftly obtained what I was looking for at a competitive price.,I would recommend  to a friend,18,,,
1348,picky,Male,45 to 54,4,Buyer review,Good range for single insured piece.,4,4,4,4,NA,NA,NA,4/4/2013,I looked at many insurance companies and found that because we have an item that fell outside the single item price range we were un insureable whereas  gave us a larger range we were able to itemise the piece whilst keeping the total package affordable. We were advised by another insurance company to sell the item in question so that they could insure us??,I would recommend  to a friend,18,,,,
1349,skippy,Male,65 or over,3,Buyer review,First time with ,NA,NA,NA,NA,NA,NA,NA,3/4/2013,"One would point out that the  web site is the worse web site one could visit.
It was only after I had phoned (Using a FREE phone number) to let  know that their web site was rubbish that a very polite and I would suspect young lady phoned to apologize for the problems with the web and offing me a deal that I found fair and reached all my requirements that I change from my usual insurer to  .
I can make no other observation as regards  other than to say the cover appears very good and the price very reasonable.
As we have never made a claim one can not give a judgement as to the service given by .
Sorry to say that the field \Would you recommend\  was mandatory and as i was going to leave blank  is the reason for me putting NO. This question should be asked when next years renewal is due. This also applies to the rating I have given This also applies to the rating I have given",NA,18,,,,
1350,module,Female,65 or over,5,Buyer review,efficient and courteous customer service,5,5,5,5,NA,NA,NA,3/4/2013,Most helpful and informative customer service and excellent value for money. Thanks so much,I would recommend  to a friend,18,,,,
1351,AndyPandy,Male,45 to 54,5,Buyer review,Straight to ,5,5,5,5,NA,NA,NA,2/4/2013,I was trawling through other sites for quotes and wasnt having much joy when I thought of that Italian guy on the advert \straight to \. I was able to customise the cover  excess etc and had completed the transaction in seconds  fantastico!,I would recommend  to a friend,18,,,,
1352,Denbo,Male,65 or over,5,Buyer review,Excellent online experience,4,5,4,5,NA,NA,NA,2/4/2013,Easy to understand and simple to use with a great price to finish with.,I would recommend  to a friend,18,,,,
1353,DB2010,Male,65 or over,5,Buyer review,House & Contents Insurance,5,5,5,5,NA,NA,NA,2/4/2013,Applied for quotation on line and was pleased with price quoted I had a query re the contents element. Discussed this with a advisor who then asked if I had any other  products said I had pension and price was further reduced. I can guarantee I could not get a better price anywhere. Would recommend to anyone at the very least get a quote.,I would recommend  to a friend,18,,,,
1354,highlander,Male,55 to 64,3,Buyer review,No Documents,3,3,1,3,NA,NA,NA,2/4/2013,"Quick to phone but 2 weeks after purchase and still no documents by either email or post. Not very good customer service!!
Wont be renewing home or motor.",NA,18,,,,
1355,vmgscot,NA,NA,4,Buyer review,best value for what I wanted,4,4,3,5,NA,NA,NA,2/4/2013,Gave me what I required at good value but kept getting anoying quote reminders even AFTER I had purchased,I would recommend  to a friend,18,,,,
1356,prickly,Female,55 to 64,4,Buyer review,home & contents insurance,4,4,4,4,NA,NA,NA,2/4/2013,I always purchase my Home & Contents Insurance online. I found `s website self explanatory and easy to do. The only thing that I did struggle with and this maybe my own fault is that I could not set up the policy for the date I required.,I would recommend  to a friend,18,,,,
1357,Lotstothinkabout,Male,55 to 64,5,Buyer review,Wonderful support from the very beginning,5,5,5,5,NA,NA,NA,1/4/2013,"We had been with our previous insurer for over 30 years they kept increasing the price with no obvious increase in benefit they just did not seem to care assuming we would stay with them as we had for so long. We felt it was time to look at some alternatives.

We looked at 3 alternavites finding  to be helpful and practical from the first word we got a first quote made a few changes to the cover needed got a new quote which was still a good saving for good cover.
The young lady we spoke to was helpful polite & practical.

Just like with all insurance one hopes never to have to make a claim but we feel  understood our needs when we bought the cover so will understand our needs if we do ever have to place a claim.",I would recommend  to a friend,18,,,,
1358,jediw,Male,45 to 54,5,Buyer review,Simple quick and easy,5,5,5,5,NA,NA,NA,1/4/2013,Great price beat everyone else and offers everything that we need to cover all of our property and belongings.,I would recommend  to a friend,18,,,,
1359,Nicky,Female,45 to 54,5,Buyer review,Brillet.,5,5,5,5,NA,NA,NA,1/4/2013,I looked round various sites and called a couple and these offered the best value for money for the tye of home insurace that we were after also the cheapest with the lowest access rate.,I would recommend  to a friend,18,,,,
1360,bodidely,Male,45 to 54,5,Buyer review,online purchase.,5,5,5,5,NA,NA,NA,31/03/2013,no problems  purchased on line was a doddle to do compared to others.,I would recommend  to a friend,18,,,,
1361,king,Female,55 to 64,5,Buyer review,The Company,4,4,5,5,NA,NA,NA,30/03/2013,Always received excellent service on both motor and household feels safe with regard to any future problems,I would recommend  to a friend,18,,,,
1362,Barrie,Male,65 or over,5,Buyer review,Very easy from start to finish,5,5,5,5,NA,NA,NA,30/03/2013,Very reasonable price and no hassle. Even I found it very easy to complete.,I would recommend  to a friend,18,,,,
1363,pernera55,Female,55 to 64,5,Buyer review,Fabulous service and easy to follow instruction on website.,5,5,5,5,NA,NA,NA,29/03/2013,Great company great service....on call whenever you need them low competitive prices with a great selection of policies.,I would recommend  to a friend,18,,,,
1364,Nick,Male,65 or over,5,Buyer review,simple to purchase,5,5,5,5,NA,NA,NA,28/03/2013,The process of buying home insurance was easily completed. All elements of the total product were given with the cost quickly established.,I would recommend  to a friend,18,,,,
1365,Frederick,Male,55 to 64,5,Buyer review,Ease of Purchase,4,5,4,5,NA,NA,NA,28/03/2013,Competitive price (substantially cheaper than existing cover) clear details of cover instant quotes with minimum input \painless process\  policy documents available for immediate down-load,I would recommend  to a friend,18,,,,
1366,dolphin,Male,65 or over,5,Buyer review,Ease of use Service,5,5,5,5,NA,NA,NA,28/03/2013,Could check out the options on line with ease and decide it was suitable and good value then progress to completing the transaction. Found that a date had been incorrectly typed and overlooked phoned up and explained. It was rectified almost immediately. Would recommend.,I would recommend  to a friend,18,,,,
1367,Kenzo,Male,45 to 54,5,Buyer review,Easy,4,4,4,5,NA,NA,NA,28/03/2013,Great and simple apart from doing review which you have to write sixteen words,I would recommend  to a friend,18,,,,
1368,Jake,Male,55 to 64,5,Buyer review, are very easy to deal with as a customer and very helpful,4,4,5,5,NA,NA,NA,27/03/2013,I found the website easy to use and informative. The level of cover was comparative to many other more expensive companies . The quote provided was immediate precise and in plain English . Another reason for choosing  for home insurance was the positive experiance of insuring my and my wifes car with them . I have no experiance of the claim process which is the real test but hope I never have to use it ! To date my overall impresion is of a very positive and proffessional companythatis customer focused,I would recommend  to a friend,18,,,,
1369,Thornrider,Male,65 or over,5,Buyer review,An end to silly increases every year from my old company,5,5,5,5,NA,NA,NA,27/03/2013,"I approached  because they did me a good deal on my pension annuity. My current home insurance company tries it on every year with silly increases - almost as if it was to see if you had noticed.

This year I went onto the  website and got more insurance for less premium. When the documents came through there was a minor addition I wanted so I phoned. The phone was answered immediately and the change was made.

All a very promising start.",I would recommend  to a friend,18,,,,
1370,hillcrossjack,Male,65 or over,4,Buyer review,No actual contact with customer service,4,4,4,5,NA,NA,NA,27/03/2013,"all done online so no actual human contact. I was surprised to see that the
premium was deducted before the policy took effect.",I would recommend  to a friend,18,,,,
1371,BLT70,Male,65 or over,4,Buyer review,Good Service and Straightforward Process,NA,NA,NA,NA,NA,NA,NA,27/03/2013,"Being satisfied with our cars insurances I looked into transferring our home & contents insurance to . The on-line research was straightforward and the subsequent telephone contact was relatively problem-free - the only minor point was that I was promised a return call which did not materialise and I had to intiate the follow-up.

However overall Im happy with s constructive assistance and value for money and they would be my first port of call should I need insurances in the future.",I would recommend  to a friend,18,,,,
1372,bargainhunter,Male,55 to 64,5,Buyer review,Value for money,NA,5,3,5,NA,NA,NA,27/03/2013,I sought a quote after my regular insurance has crept steadily up in recent years and was very pleased with the price and cover provided. The only query I have (which I am currently waiting for an answer from ) is that it mentions it will save my card details to take next years premium and I may not want to renew with them next year. Whilst I know I have the option to cancel there is always the possibility of an overlap.,I would recommend  to a friend,18,,,,
1373,birichen,Male,55 to 64,4,Buyer review,A little too eager,5,5,4,3,NA,NA,NA,26/03/2013,A good deal on house insurance but  where a little too eager as even after I was sold a policy I was still getting reminders to take out a policy! I thought this was a little unprofessional to say the least.,I would recommend  to a friend,18,,,,
1374,Stan,Male,65 or over,4,Buyer review,Clear and easy to arrange online.,3,3,4,4,NA,NA,NA,26/03/2013,I have had car insurance with  [also my wife] for many years. On the one occasion we had to make a claim the customer service was straight forward and excellent. The repair work was to a high standard. Also the online documents are clear and easy to understand. We hope the house insurance policy will operate to the same high standards as the car insurance,I would recommend  to a friend,18,,,,
1375,matto,Male,45 to 54,4,Buyer review,great policy at right price,4,4,5,5,NA,NA,NA,25/03/2013,Excellent policy with the right amount of cover for the right price. Highly recommended to give  a try.,I would recommend  to a friend,18,,,,
1376,Andy,Male,55 to 64,4,Buyer review,Fairly easy to use after initial teething problems,4,5,4,3,NA,NA,NA,25/03/2013,The online experience was fairly straightforward when completing myself. Had various e-mails stating that I could take up the offering even after I had actually signed up which was slightly misleading/annoying. Also they seemed to show the initial offer. I also received a voice call which came about I assumed from an issue I had created when completing the quote. It was an errouneous call asking my to take up the offer however I had taken up the policy?,I would recommend  to a friend,18,,,,
1377,Snailpace,Female,65 or over,5,Buyer review,Short and simple questions for quote,4,5,4,3,NA,NA,NA,24/03/2013,My only problem to complete the purchase of my recent home @ contents policy was the endless attempts to pay with a card  after which Ihad to phone to complete the purchase . At all times staff have been most helpful  so will hope for an affordable renuable car insurance too !,I would recommend  to a friend,18,,,,
1378,Taffy,Male,65 or over,5,Buyer review,Best value,4,5,5,4,NA,NA,NA,24/03/2013,Looking for reasonable motor insurance last year after typical hike by my then insurer  offered extremely competetive rates for both our cars so when the same thing happened for homes and contents insurance  once again came up trumps.,I would recommend  to a friend,18,,,,
1379,Polly,Female,45 to 54,5,Buyer review,Customer service was just right.,4,5,5,5,NA,NA,NA,24/03/2013,I was contacted soon after obtaining an online quote and requested a call back in a couple of days time. This allowed me time to consider other quotes and ensure I was choosing the right level of cover. I didnt feel pressured. I was able to go through various options before finalising. Quick efficient (and patient) service.,I would recommend  to a friend,18,,,,
1380,Elbas,Female,45 to 54,4,Buyer review,Easy to use,4,4,4,4,NA,NA,NA,24/03/2013,Easy to use website offers what I need and was easy to move from step A to step B and pay - would use again,I would recommend  to a friend,18,,,,
1381,woolly01,Male,65 or over,5,Buyer review,Excellent feedback from telephone reps,4,5,5,5,NA,NA,NA,24/03/2013,"I found a telephone rep very helpful so I was able to choose the cover I needed quite easily.
I also found your Premiums very competitive.
Overall it was good.
Thank You",I would recommend  to a friend,18,,,,
1382,Shoshana,Female,55 to 64,5,Buyer review,Great customer satisifaction,5,5,5,5,NA,NA,NA,24/03/2013,I recently purchased my second insurance policy via . I asked for a quote online and as it was so much lower than the quote from my previous policy I decided to leave it temporarily so I could check it out. Later the same day I received a telephone call from one of s agents. He was very helpful answered all my queries even went through my previous policy item by item to make sure that I had everything covered. He confirmed that my new policy was the same (I think even better) than my previous policy so I purchased it there and then saving myself a large amount of money. I will certainly be dealing with  in the future.,I would recommend  to a friend,18,,,,
1383,Dylan,Male,45 to 54,5,Buyer review,Great home insurance at a great price.,4,4,4,5,NA,NA,NA,23/03/2013,"I phones  on a Sunday a couple of weeks ago to get a price for house insurance. We have been with existing insurer for over 25 years but the price was going up and up.

I got a fantastic quote and happily went ahead.",I would recommend  to a friend,18,,,,
1384,john,Male,65 or over,2,Buyer review,Paperwork,2,5,1,2,NA,NA,NA,23/03/2013,I gave all my details on-line and was informed that I would receive the necessary paperwork by post in the near future. I have not yet received any paperwork,NA,18,,,,
1385,Polly34,Female,45 to 54,4,Buyer review,Very simple website to navigate,4,4,4,4,NA,NA,NA,21/03/2013,Very simple website to navigate - made buying my house insurance easy. Showed me exactly what the policy covered and has a what if facility to show the increase/decrease in premiums for add ons which I found very useful,I would recommend  to a friend,18,,,,
1386,pearl,Female,65 or over,5,Buyer review,very helpfull when i had to phone,5,5,5,5,NA,NA,NA,21/03/2013,price for home insurance is very good and hard to beat.,I would recommend  to a friend,18,,,,
1387,NA,Male,65 or over,4,Buyer review,No problems experienced,4,4,4,4,NA,NA,NA,21/03/2013,Saved money when compared to renewal quote from previous insurer,I would recommend  to a friend,18,,,,
